name	label	A0	A1	A2	A3	A4	A5	A6	A7	Placement
367	5 : one	0.551862	0.242038	0.304133	0.623763	0.083795	0.095882	0.042539	0.091445	100.000000
368	7 : three	0.155613	0.131281	0.284881	0.816593	0.006760	0.090234	0.897994	0.313664	100.000000
369	5 : one	0.509409	0.238757	0.314084	0.605004	0.081258	0.060672	0.027817	0.062080	100.000000
370	6 : two	0.294496	0.188523	0.359154	0.776651	0.018490	0.143764	0.644847	0.335455	100.000000
371	0 : rest	0.053937	0.026708	0.160073	0.735387	0.006945	0.012282	0.143918	0.031342	100.000000
372	3 : hook	0.690467	0.640752	0.422171	0.591815	0.057679	0.174975	0.705141	0.579391	100.000000
373	2 : fist	0.996056	0.999091	0.151556	0.957068	0.685751	0.943322	0.999841	0.902977	100.000000
374	2 : fist	0.983822	0.994419	0.439159	0.943443	0.496645	0.877235	0.999643	0.918520	100.000000
375	9 : five	0.322910	0.352968	0.624592	0.821774	0.038968	0.342212	0.881430	0.544527	100.000000
376	6 : two	0.286987	0.254062	0.134268	0.653073	0.005234	0.108556	0.353086	0.090111	100.000000
377	7 : three	0.195310	0.133965	0.276509	0.789565	0.010868	0.097931	0.818712	0.309321	100.000000
378	6 : two	0.337350	0.217278	0.205139	0.689678	0.008822	0.114133	0.407420	0.182036	100.000000
379	7 : three	0.084965	0.048681	0.187043	0.929284	0.001853	0.043519	0.974957	0.305557	100.000000
380	0 : rest	0.043200	0.022091	0.076077	0.702767	0.003517	0.018770	0.149575	0.020763	100.000000
381	2 : fist	0.954174	0.989567	0.602733	0.946479	0.481429	0.814645	0.999776	0.876171	100.000000
382	9 : five	0.355882	0.547230	0.790551	0.877582	0.047266	0.454423	0.960327	0.640901	100.000000
383	6 : two	0.358421	0.243015	0.227526	0.714851	0.005072	0.167852	0.434642	0.142595	100.000000
384	7 : three	0.123998	0.124406	0.246091	0.823662	0.004661	0.073162	0.895482	0.288427	100.000000
385	2 : fist	0.495768	0.844635	0.552972	0.924186	0.287610	0.657890	0.966698	0.655526	100.000000
386	5 : one	0.576079	0.248054	0.365828	0.608261	0.095356	0.074085	0.024122	0.073010	100.000000
387	8 : four	0.290720	0.238729	0.437022	0.845083	0.011847	0.137207	0.729411	0.299943	100.000000
388	3 : hook	0.696874	0.630950	0.408658	0.548865	0.058532	0.190951	0.821610	0.576821	100.000000
389	0 : rest	0.059772	0.029954	0.162550	0.730512	0.009952	0.016587	0.162108	0.039283	100.000000
390	8 : four	0.221066	0.254857	0.519945	0.904903	0.006653	0.133246	0.900895	0.268702	100.000000
391	6 : two	0.317102	0.249007	0.178785	0.690870	0.004461	0.143376	0.412465	0.126611	100.000000
392	4 : pointing	0.308082	0.667714	0.389358	0.688280	0.027890	0.103915	0.033392	0.438722	100.000000
393	4 : pointing	0.348939	0.640277	0.293201	0.638819	0.027970	0.107925	0.058829	0.391002	100.000000
394	0 : rest	0.036626	0.019975	0.127720	0.744874	0.003211	0.004738	0.080259	0.013837	100.000000
395	1 : pinch	0.101833	0.056308	0.090309	0.702943	0.071272	0.262728	0.323901	0.073665	100.000000
396	0 : rest	0.047044	0.022907	0.126649	0.726864	0.005248	0.010909	0.122707	0.023368	100.000000
397	9 : five	0.324776	0.417461	0.709646	0.836989	0.044309	0.388633	0.923972	0.574276	100.000000
398	0 : rest	0.059206	0.030616	0.101088	0.703442	0.007786	0.021842	0.198955	0.038739	100.000000
399	1 : pinch	0.141034	0.034330	0.097751	0.764116	0.134483	0.500380	0.337793	0.098200	100.000000
400	2 : fist	0.998704	0.996384	0.338317	0.964659	0.658740	0.912647	0.999992	0.961108	100.000000
401	2 : fist	0.736031	0.924700	0.763513	0.960712	0.295029	0.760646	0.999387	0.851458	100.000000
402	8 : four	0.257040	0.245893	0.473988	0.848310	0.009693	0.147057	0.785900	0.338363	100.000000
403	9 : five	0.364020	0.411152	0.615405	0.815353	0.024514	0.317335	0.893764	0.594483	100.000000
404	8 : four	0.258534	0.224854	0.424335	0.835823	0.012096	0.134838	0.768978	0.313710	100.000000
405	6 : two	0.319870	0.279021	0.175289	0.697099	0.003435	0.161773	0.424124	0.106450	100.000000
406	0 : rest	0.041535	0.007769	0.098993	0.754521	0.000052	0.000073	0.040943	0.004595	100.000000
407	6 : two	0.333955	0.259757	0.174909	0.657962	0.005215	0.099640	0.405419	0.155498	100.000000
408	6 : two	0.372140	0.143976	0.332074	0.766313	0.014434	0.152900	0.519031	0.243400	100.000000
409	1 : pinch	0.107474	0.019924	0.066158	0.751382	0.174152	0.563712	0.292344	0.100019	100.000000
410	0 : rest	0.050181	0.013889	0.150370	0.745625	0.000363	0.000660	0.082308	0.015189	100.000000
411	4 : pointing	0.358658	0.651381	0.258045	0.629195	0.026063	0.097199	0.076926	0.372965	100.000000
412	5 : one	0.374636	0.208507	0.232363	0.626970	0.036750	0.036145	0.052952	0.065554	100.000000
413	6 : two	0.340031	0.261848	0.191910	0.711709	0.003919	0.163856	0.390191	0.105973	100.000000
414	8 : four	0.225920	0.288607	0.605387	0.902235	0.005279	0.146983	0.915381	0.303419	100.000000
415	1 : pinch	0.129236	0.041584	0.101273	0.766852	0.088181	0.427319	0.333163	0.093406	100.000000
416	5 : one	0.327253	0.213910	0.169486	0.656358	0.019420	0.038489	0.120953	0.090311	100.000000
417	7 : three	0.132789	0.164372	0.333838	0.857077	0.003436	0.069263	0.947679	0.273914	100.000000
418	7 : three	0.176584	0.168361	0.337149	0.840707	0.007893	0.089472	0.878036	0.296272	100.000000
