name	label	A0	A1	A2	A3	A4	A5	A6	A7	Placement
5601	2 : fist	0.680026	0.628291	0.471464	0.345685	0.437994	0.614978	0.619456	0.660382	100.000000
5602	9 : five	0.279682	0.212508	0.414144	0.169965	0.092400	0.279925	0.606798	0.307827	100.000000
5603	8 : four	0.178615	0.151644	0.536088	0.188212	0.138514	0.169576	0.546695	0.140196	100.000000
5604	6 : two	0.135630	0.189508	0.285385	0.118729	0.101070	0.107073	0.249945	0.087696	100.000000
5605	7 : three	0.062383	0.028152	0.194460	0.143794	0.038217	0.098680	0.482097	0.137488	100.000000
5606	5 : one	0.170173	0.184718	0.208602	0.121414	0.068583	0.092161	0.034940	0.083047	100.000000
5607	9 : five	0.311914	0.272610	0.520279	0.092125	0.093146	0.233069	0.520436	0.287244	100.000000
5608	5 : one	0.163453	0.160707	0.274702	0.103347	0.059436	0.086070	0.055615	0.054994	100.000000
5609	1 : pinch	0.021006	0.038716	0.066610	0.136246	0.142609	0.233290	0.119087	0.051482	100.000000
5610	1 : pinch	0.013079	0.018234	0.075854	0.077707	0.100273	0.276822	0.303388	0.040857	100.000000
5611	2 : fist	0.670634	0.703992	0.344680	0.241134	0.541607	0.696967	0.803214	0.559113	100.000000
5612	7 : three	0.048966	0.028779	0.292592	0.138942	0.052145	0.111138	0.486064	0.122946	100.000000
5613	4 : pointing	0.275761	0.240087	0.246295	0.128310	0.084273	0.098175	0.060986	0.322451	100.000000
5614	1 : pinch	0.020035	0.019008	0.041731	0.086390	0.116851	0.338810	0.171217	0.052918	100.000000
5615	0 : rest	0.013226	0.007880	0.026551	0.065271	0.050144	0.043339	0.131083	0.019202	100.000000
5616	8 : four	0.087363	0.108558	0.415110	0.239491	0.079905	0.148065	0.598315	0.109774	100.000000
5617	1 : pinch	0.018292	0.018173	0.039544	0.082849	0.115845	0.224451	0.250915	0.028243	100.000000
5618	4 : pointing	0.178172	0.260333	0.280959	0.079193	0.050526	0.073068	0.066306	0.232669	100.000000
5619	1 : pinch	0.014047	0.026492	0.060361	0.111429	0.143961	0.398139	0.254956	0.041617	100.000000
5620	9 : five	0.220878	0.290667	0.338100	0.152130	0.081386	0.180764	0.661526	0.298246	100.000000
5621	1 : pinch	0.020990	0.016492	0.093027	0.060474	0.079635	0.234591	0.212476	0.033028	100.000000
5622	4 : pointing	0.237953	0.261734	0.258820	0.112027	0.048975	0.095759	0.068513	0.269017	100.000000
5623	0 : rest	0.021305	0.014427	0.026883	0.071331	0.040699	0.048141	0.061328	0.025967	100.000000
5624	5 : one	0.247583	0.156312	0.119317	0.129268	0.093368	0.108013	0.141678	0.074812	100.000000
5625	0 : rest	0.017093	0.012345	0.032023	0.086830	0.051894	0.019769	0.056112	0.017636	100.000000
5626	4 : pointing	0.192115	0.235433	0.183202	0.148137	0.084888	0.118096	0.058108	0.281477	100.000000
5627	3 : hook	0.331017	0.324871	0.289747	0.184872	0.111102	0.228646	0.493487	0.336775	100.000000
5628	7 : three	0.072063	0.026761	0.374298	0.129508	0.119069	0.158145	0.762127	0.204455	100.000000
5629	4 : pointing	0.298331	0.224339	0.222859	0.080827	0.127243	0.117052	0.117260	0.261790	100.000000
5630	5 : one	0.183634	0.095063	0.155447	0.222432	0.063645	0.082926	0.008580	0.063541	100.000000
5631	9 : five	0.286619	0.339803	0.314645	0.088924	0.161854	0.354354	0.600951	0.435890	100.000000
5632	6 : two	0.247188	0.193259	0.258830	0.112573	0.072819	0.123620	0.263092	0.085270	100.000000
5633	6 : two	0.168106	0.204006	0.258977	0.112905	0.065120	0.140314	0.296110	0.062042	100.000000
5634	7 : three	0.049435	0.032425	0.246249	0.126450	0.059552	0.088610	0.622552	0.094872	100.000000
5635	1 : pinch	0.030526	0.038675	0.067911	0.117873	0.131949	0.287312	0.287949	0.043273	100.000000
5636	1 : pinch	0.022468	0.011265	0.032100	0.040649	0.051156	0.187630	0.138650	0.017295	100.000000
5637	0 : rest	0.014234	0.015019	0.023606	0.076139	0.056849	0.057551	0.086834	0.017607	100.000000
5638	9 : five	0.330279	0.258868	0.442007	0.184054	0.079519	0.224221	0.573206	0.282446	100.000000
5639	3 : hook	0.406995	0.393518	0.482730	0.084171	0.148811	0.189240	0.518720	0.461695	100.000000
5640	7 : three	0.058780	0.029249	0.273965	0.126081	0.097917	0.122257	0.563990	0.176339	100.000000
5641	9 : five	0.297146	0.243119	0.319477	0.206742	0.088338	0.220794	0.668318	0.332853	100.000000
5642	0 : rest	0.008533	0.013653	0.033480	0.047013	0.070702	0.061737	0.077017	0.019770	100.000000
5643	5 : one	0.127387	0.143040	0.148510	0.145612	0.073853	0.073696	0.037451	0.054701	100.000000
5644	5 : one	0.217911	0.101398	0.279474	0.108673	0.042011	0.038512	0.006516	0.047671	100.000000
5645	7 : three	0.044152	0.038729	0.316595	0.104759	0.077412	0.157988	0.542791	0.118204	100.000000
5646	3 : hook	0.467319	0.275599	0.294497	0.202076	0.147123	0.264479	0.737297	0.297165	100.000000
5647	9 : five	0.238420	0.256747	0.337258	0.226786	0.098541	0.318573	0.678193	0.239914	100.000000
5648	0 : rest	0.009775	0.013231	0.046291	0.039930	0.033150	0.058753	0.092546	0.014589	100.000000
5649	3 : hook	0.384905	0.373633	0.252389	0.149954	0.100584	0.178551	0.435377	0.330445	100.000000
5650	5 : one	0.181638	0.177735	0.230883	0.123089	0.080269	0.101469	0.071554	0.056791	100.000000
5651	3 : hook	0.417467	0.380958	0.385822	0.109427	0.138478	0.333006	0.730804	0.449385	100.000000
5652	6 : two	0.145191	0.219955	0.286322	0.074617	0.058939	0.145432	0.287051	0.053929	100.000000
5653	5 : one	0.190987	0.108143	0.202042	0.138011	0.042866	0.063844	0.069488	0.109879	100.000000
5654	5 : one	0.170173	0.184718	0.208602	0.121414	0.068583	0.092161	0.034940	0.083047	100.000000
5655	2 : fist	0.730187	0.687409	0.367851	0.256288	0.409303	0.598716	0.749209	0.592773	100.000000
5656	3 : hook	0.352436	0.357348	0.330421	0.063636	0.080630	0.220354	0.510137	0.546062	100.000000
5657	9 : five	0.267952	0.223118	0.462366	0.191767	0.126919	0.327408	0.599033	0.257137	100.000000
5658	7 : three	0.059345	0.031633	0.260406	0.070772	0.031864	0.093374	0.499058	0.122314	100.000000
5659	4 : pointing	0.236098	0.244229	0.127815	0.213617	0.077343	0.086750	0.031434	0.315351	100.000000
5660	2 : fist	0.675066	0.572484	0.342915	0.297160	0.525595	0.636762	0.727534	0.790182	100.000000
5661	5 : one	0.188986	0.130012	0.154717	0.091437	0.107657	0.094958	0.097086	0.067994	100.000000
5662	7 : three	0.050556	0.025633	0.263883	0.094559	0.040335	0.128270	0.649385	0.106172	100.000000
5663	0 : rest	0.007058	0.016499	0.026502	0.098661	0.043305	0.035206	0.053121	0.019118	100.000000
5664	9 : five	0.223399	0.269248	0.485315	0.176996	0.122671	0.250247	0.683235	0.350217	100.000000
5665	1 : pinch	0.017256	0.022978	0.050177	0.046291	0.120340	0.229947	0.374455	0.048226	100.000000
5666	2 : fist	0.514349	0.760283	0.360028	0.312740	0.466542	0.522973	0.638887	0.664401	100.000000
5667	9 : five	0.301377	0.250442	0.437553	0.212964	0.073105	0.241473	0.746596	0.335754	100.000000
